// Table of 100 sequences of 1024 Sobol' samples (dimensions 6 and 7).
// Sobol samples generated with Gruenschloss's code, Owen-scrambled using Burley's hash function.
// Sequence 0:
0.773406147957 0.773406147957
0.434453010559 0.434453010559
0.113678455353 0.531419396400
0.531419396400 0.113678455353
0.322833776474 0.322833776474
0.982548594475 0.982548594475
0.648165941238 0.137018442154
0.137018442154 0.648165941238
0.051079392433 0.599488735199
0.599488735199 0.051079392433
0.852557182312 0.852557182312
0.476654171944 0.476654171944
0.737357020378 0.204782366753
0.204782366753 0.737357020378
0.281895041466 0.281895041466
0.877915620804 0.877915620804
0.578518867493 0.399930357933
0.022657632828 0.801319479942
0.455789089203 0.088199496269
0.818960666656 0.500336527824
0.248083591461 0.958062291145
0.713107824326 0.345878720284
0.913528680801 0.685487389565
0.268551826477 0.181734681129
0.399930357933 0.022657632828
0.801319479942 0.578518867493
0.500336527824 0.455789089203
0.088199496269 0.818960666656
0.958062291145 0.713107824326
0.345878720284 0.248083591461
0.181734681129 0.913528680801
0.685487389565 0.268551826477
0.490418553352 0.990797996521
0.866354584694 0.337301254272
0.622203946114 0.638827800751
0.033691048622 0.151600360870
0.890781760216 0.419591188431
0.298442721367 0.750242710114
0.192292571068 0.094556570053
0.734238028526 0.550831079483
0.550831079483 0.734238028526
0.094556570053 0.192292571068
0.419591188431 0.890781760216
0.750242710114 0.298442721367
0.151600360870 0.033691048622
0.638827800751 0.622203946114
0.990797996521 0.490418553352
0.337301254272 0.866354584694
0.071634531021 0.366498470306
0.526645898819 0.952379703522
0.784879446030 0.162894248962
0.376791715622 0.671003341675
0.671003341675 0.784879446030
0.162894248962 0.376791715622
0.366498470306 0.526645898819
0.952379703522 0.071634531021
0.830305933952 0.221375584602
0.445436358452 0.687807202339
0.009128928185 0.250492691994
0.574053168297 0.931353211403
0.250492691994 0.574053168297
0.931353211403 0.009128928185
0.687807202339 0.830305933952
0.221375584602 0.445436358452
0.926505208015 0.849336266518
0.258675217628 0.475426316261
0.228356480598 0.607319951057
0.699726700783 0.054874539375
0.445090651512 0.293606162071
0.838074088097 0.889584898949
0.565544009209 0.215306162834
0.003140330315 0.742498278618
0.170954942703 0.541479587555
0.660799741745 0.123372793198
0.938908815384 0.777080535889
0.371923685074 0.421967744827
0.521352767944 0.131849765778
0.066371440887 0.650611400604
0.385286808014 0.314482688904
0.789754390717 0.972141504288
0.632381558418 0.466797590256
0.146201252937 0.823623418808
0.332125306129 0.029617667198
0.998631119728 0.587714433670
0.102855086327 0.917287349701
0.556490302086 0.274248719215
0.760355710983 0.705200195312
0.406672358513 0.241038441658
0.306705236435 0.084128141403
0.902405500412 0.514118075371
0.721580743790 0.394074797630
0.201226472855 0.806091666222
0.872475147247 0.673882126808
0.497343540192 0.172664165497
0.040520668030 0.961331486702
0.615928649902 0.354303479195
0.354303479195 0.902405500412
