// Table of 100 sequences of 1024 progressive multijittered (0,2) 2D samples.
// See EGSR 2018 paper "Progressive multi-jittered sample sequences" for details.
// Sequence 0:
0.396464773760 0.840485369411
0.676668048623 0.223291717398
0.159346386156 0.443214216612
0.845502186691 0.529429456796
0.039767875645 0.633266178505
0.961618944983 0.250688770357
0.326164275436 0.037964966017
0.614840079084 0.913122111743
0.204691577805 0.961002115011
0.781312784434 0.121158476178
0.103862796892 0.175406162279
0.915484721288 0.761853128345
0.287156996431 0.594326395551
0.513756198707 0.403694069825
0.454109896167 0.361633747080
0.705339243826 0.706532891180
0.362759254334 0.905079359301
0.585485306799 0.007768642554
0.012328316690 0.292557324166
0.985612377326 0.673736823357
0.140195339523 0.546314744866
0.835687530443 0.495969921036
0.422044183268 0.197758565374
0.632973185255 0.870961748263
0.085395297817 0.787694525249
0.882578497023 0.150717998328
0.234723816148 0.078932713279
0.764084106419 0.997252443079
0.477511495423 0.737792630369
0.727511597420 0.315062773917
0.271721771075 0.436788271253
0.532611016447 0.590785606609
0.439588345050 0.973456277987
0.697982611782 0.076343677506
0.203111113732 0.342387395389
0.797228894824 0.719351813140
0.117487838113 0.565552739259
0.924084913594 0.410818864492
0.304396961819 0.134910999011
0.526582682151 0.804668346014
0.171978867255 0.847541646020
0.862948718433 0.204036844417
0.054690871952 0.021503563353
0.951161729986 0.875652695829
0.338904020755 0.665138771492
0.602955170020 0.310727836277
0.379208089051 0.478926683706
0.660317566556 0.552697493810
0.259998589365 0.770566135455
0.549436832439 0.166237834359
0.074039474269 0.376277588775
0.898640345411 0.611010492984
0.228366741279 0.690818926392
0.774565113098 0.353274007959
0.492538440300 0.094597210514
0.744255027050 0.947524985338
0.019322407440 0.928936585808
0.971893119808 0.050927030534
0.143189261776 0.240817679983
0.815720395179 0.827613035105
0.414319681478 0.509611030453
0.651623162651 0.455750872476
0.346294861410 0.277080030862
0.568335582641 0.648201251674
0.487608711502 0.811768676631
0.735072773161 0.126065376014
0.221302771792 0.421841353260
0.768063741756 0.577540181346
0.063882488439 0.728469441138
0.893363702356 0.332115695634
0.254472886899 0.069807932977
0.556860126555 0.979863934891
0.154272546700 0.884536813026
0.824855397206 0.025441765803
0.025199271502 0.213726798782
0.979854496799 0.857506666635
0.355520206566 0.558542939471
0.571604915444 0.473365913660
0.411012010500 0.299667241611
0.643365956437 0.659313509325
0.306261361975 0.941228209592
0.521109865024 0.104730905650
0.116336676364 0.346996172132
0.935671830851 0.697645495662
0.189942841673 0.621034796007
0.807170965340 0.384181862465
0.452362432275 0.160895655059
0.687907288238 0.779737245254
0.052182882719 0.818141347151
0.943989204010 0.246163653876
0.186061067799 0.056854497676
0.869050633871 0.933094936748
0.386503047022 0.650669077916
0.669654721315 0.271752046667
0.330298593094 0.468166446707
0.597085923966 0.503618077637
0.437046253676 0.914378829389
0.625199651310 0.043174721626
0.128842880292 0.260061605766
0.839296872684 0.631864998596
0.006888110268 0.515920241641
0.996478900774 0.449703302382
0.372888114225 0.229180871281
0.588716486907 0.830704951678
0.242368241492 0.751422569760
0.750713840797 0.180670539707
0.089393037587 0.113350702691
0.885991692272 0.958074063994
0.278570984370 0.714541423363
0.543444520430 0.374564386310
0.471418580080 0.396575050266
0.720579504409 0.603980340037
0.319492004979 0.861371136493
0.619352603971 0.193382416857
0.037768186380 0.490987391158
0.954527394622 0.537850890043
0.165510787250 0.680649856179
0.858957203866 0.285248928289
0.398856332159 0.013144477313
0.682560327101 0.895827661811
0.097472932591 0.987395634880
0.911670986059 0.092530563346
0.213848902149 0.140838513989
0.789362948472 0.794058437780
0.467832332471 0.579548337185
0.717724349682 0.424248728268
0.291059936220 0.324972608634
0.507105322472 0.747556127613
0.457456857111 0.855437750646
0.709725683503 0.215680688401
0.207870388936 0.470918747531
0.785633031206 0.559009767952
0.108517211144 0.661434433313
0.920589933843 0.302482002142
0.284698689658 0.029027796183
0.508231736799 0.889120187405
0.162260666715 0.981036436935
0.851481017684 0.063670675317
0.044906553855 0.131164710926
0.965464683311 0.807727356707
0.320490682350 0.571920401298
0.613063865655 0.414848273442
0.393312843119 0.329948031037
0.672747570901 0.733347810650
0.265786757906 0.937044590888
0.536581129341 0.062265082804
0.080209595307 0.266481964897
0.878602027479 0.653927465168
0.241848128421 0.506246728681
0.758435590141 0.461254300235
0.482188367893 0.245156642862
0.732732056084 0.815528996274
0.007868224580 0.776751076351
0.989289986669 0.158825538348
0.136305554593 0.108926930125
0.828872006440 0.943909195758
0.428686700016 0.699798922121
0.637718050737 0.348870160160
0.367136181801 0.388553875027
0.580177305824 0.621530943840
0.375256487749 0.956913746069
0.658514093498 0.111011691420
0.178241165903 0.369729340713
0.864887442996 0.716249618529
0.062315467177 0.606687714763
0.946604996321 0.392240938422
0.341527135371 0.184407969245
0.606680052224 0.756389743248
0.196552603431 0.832391715933
0.802984262378 0.230527669729
0.123936748280 0.041863770674
0.926223571875 0.918857470753
0.297764520595 0.625339118438
0.530063936861 0.264684207782
0.445305874832 0.449217268776
0.702903941107 0.522291765800
0.350817645696 0.790791346990
0.563921212865 0.147835483171
0.021620627401 0.427827225512
0.976546021743 0.584661879710
0.146844142298 0.745796290155
0.817575145695 0.321698154293
0.421560011671 0.087252821151
0.654112949921 0.990981634878
0.075327871901 0.892108465240
0.906222222219 0.009056293966
0.233847449656 0.187528926476
0.779024115748 0.866561082599
0.497030086253 0.533677290733
0.747085441260 0.484455382596
0.265595173365 0.281845780498
0.550879234146 0.686574849286
0.408402289105 0.760069602717
0.646879672457 0.178517082282
0.148759813090 0.400113352014
0.820658322049 0.597837176162
0.030408659594 0.708522529216
0.982493939563 0.366368321516
0.352991756566 0.119402584766
0.577858951830 0.965032497640
0.224761227665 0.909843306762
0.770727884199 0.034560188512
0.069814750889 0.222301356036
0.895953294652 0.839025466954
0.250109907710 0.527322666938
0.560857295575 0.438672865436
0.490737811080 0.255133088341
0.739712044342 0.639289522614
0.332269965385 0.993653690052
0.598750515582 0.083188007740
0.049750634870 0.319063444070
0.939185715275 0.741730371757
0.182894659564 0.587127951112
0.874463347268 0.430385026940
0.388610682326 0.153000531406
0.667459048890 0.781486254861
0.113089083063 0.872887618626
0.931434428860 0.202772237178
0.195099695861 0.001206986114
0.811899097082 0.902010969847
0.448710062670 0.678699771697
0.695095395051 0.295812158961
0.311855653312 0.496642462793
0.516852212582 0.539377372611
0.472794730856 0.882525295536
0.724466631071 0.016148347589
0.248962342888 0.307330223328
0.756529962947 0.669372351679
0.090548788638 0.549767220697
0.886951300703 0.483299698985
0.275562127389 0.210447803977
0.541219720632 0.851405468663
0.132655508938 0.799732620003
0.843093696031 0.140604815237
0.003355191293 0.072849299522
0.995886906230 0.970657566357
0.368371231316 0.723382781792
0.590059682519 0.336839772257
0.431293249407 0.406290219151
0.629546793454 0.568547439966
0.294434219540 0.822167801858
0.503182465678 0.238034568742
0.097873919737 0.460592831049
0.909722467971 0.514250695229
0.215104049615 0.642215395127
0.796540525286 0.278387561236
0.461632737688 0.050530028802
0.712172710395 0.922996852318
0.031870960057 0.950034329298
0.958666745568 0.101373882055
0.168007385042 0.170349111460
0.853765340704 0.769292696348
0.404303939244 0.617163173631
0.687478204000 0.381166605106
0.315529717320 0.357791924326
0.624563859225 0.692894540286
0.425117862463 0.867190141665
0.635063106535 0.196800090730
0.136759832477 0.493586180012
0.833684293856 0.544157628712
0.014853060089 0.673941319304
0.987730302070 0.290595545782
0.359428379378 0.005835954041
0.583101973239 0.902439495356
0.238083215932 0.998166840275
0.761805338018 0.081764498601
0.082757145874 0.149982861215
0.878928955046 0.786624784507
0.270811794145 0.591918972865
0.533921882857 0.435398093255
0.480286590582 0.312544144253
0.728952327086 0.736212146344
0.326186196736 0.911843596079
0.616320893602 0.035807953040
0.042948447672 0.253463135058
0.963048786761 0.635455143661
0.157354290745 0.527348386054
0.846873869362 0.444909930712
0.397996753606 0.224874095745
0.679322577895 0.842414332604
0.102988916898 0.764081881160
0.917531835660 0.172872401105
0.205547604547 0.124437616941
0.785025608361 0.963600929510
0.456687363271 0.704345516546
0.703527641989 0.361210585248
0.286262310765 0.405434788328
0.513608520607 0.596346913088
0.496055951079 0.945410640581
0.743877629427 0.095849682918
0.230464184421 0.355037901175
0.776569393639 0.688930482592
0.071781934155 0.613215152854
0.902196643063 0.377786251259
0.259147976127 0.164114435819
0.548612338558 0.771699718299
0.141313051660 0.825132868884
0.814050165938 0.238371353767
0.017431829005 0.054676295305
0.970170290036 0.927036463570
0.343898645506 0.645140935233
0.569327988838 0.275060289268
0.416794694466 0.453331190935
0.648620651215 0.511216116133
0.301748960140 0.802012635787
0.525316511156 0.134700326401
0.120697325309 0.412712062028
0.922545182212 0.562641004212
0.199523929240 0.722551467887
0.800526493847 0.340471687395
0.438122382416 0.074755664270
0.696834917644 0.974727368155
0.057171122971 0.878060057178
0.952542575211 0.020792116640
0.174765185234 0.206160167188
0.859565445548 0.844046546960
0.381531258155 0.553769308441
0.663211884447 0.477881400673
0.337560299904 0.309642864252
0.605024311411 0.666396626943
0.451075256418 0.778736434218
0.691222959231 0.163224516727
0.188223738754 0.385992056912
0.805583133965 0.618381409493
0.113640156739 0.695960725134
0.934189453194 0.344381456512
0.308218060380 0.102063556579
0.522109355210 0.939304541836
0.184917974762 0.931143068726
0.870480259744 0.056494490301
0.053562421345 0.248184995405
0.942600468871 0.819889506486
0.329890692847 0.501652046336
0.593919942317 0.466438713309
0.382996076300 0.270150512746
0.670484159301 0.649212726632
0.256208292101 0.978360413447
0.555318882599 0.066456024031
0.064598387724 0.334401296658
0.891965700006 0.729157089666
0.219214660548 0.575325445742
0.767063739415 0.419848883014
0.484793658820 0.127514666014
0.738244261501 0.809861315023
0.025990850936 0.855565538110
0.976786341069 0.212345271486
0.155429989625 0.024477292530
0.827444752180 0.886405801144
0.412864175506 0.657993771714
0.642115374779 0.298204921198
0.358621622413 0.475885426977
0.573737403054 0.555658344056
0.402045376312 0.897901813284
0.680806311688 0.013675643135
0.167179674343 0.288143199886
0.856452527606 0.681755084084
0.036169351189 0.536897535112
0.956105282481 0.490230338276
0.318180415397 0.193012378970
0.617664244895 0.859825817107
0.212679302074 0.795419810504
0.792127336471 0.142746015410
0.094859677229 0.090234345606
0.913212067557 0.985155349527
0.290386040343 0.749034419569
0.504008856729 0.327027657964
0.465359588823 0.423740614639
0.716133554309 0.581283120395
0.373425053361 0.829275416266
0.586841982815 0.227996903101
0.004169378570 0.452613753979
0.999531818055 0.517785109901
0.126903794139 0.630064267144
0.837637676400 0.258773914929
0.434283141195 0.046278638688
0.627093908756 0.917721010551
0.086660179598 0.960519717782
0.883205057808 0.115815167261
0.245364215640 0.182412667906
0.753472907208 0.753117844378
0.469607215057 0.602771945008
0.721751455499 0.394911435883
0.280054499269 0.371762549009
0.546497087347 0.712135023639
0.482612953582 0.813947660414
0.730809435353 0.242829397931
0.239061270890 0.463895237602
0.761194622132 0.504436871922
0.079813288068 0.654932218206
0.876327045615 0.269285164642
0.268591433117 0.058597313667
0.537604774374 0.933820881918
0.134395218119 0.942021773666
0.831363092586 0.106857803632
0.011097067675 0.157954238146
0.991281712067 0.773439862694
0.364893864497 0.624040454118
0.578925027543 0.389488757582
0.427199517953 0.351231707887
0.640452281120 0.701634035050
0.281260019010 0.886779423031
0.510512174419 0.031135220884
0.105700969699 0.303838329123
0.919121656597 0.662845834567
0.210459770412 0.562142125022
0.788071906426 0.469831059130
0.459489924060 0.217880825244
0.707679169633 0.852421366648
0.045438176078 0.805834052523
0.966862066333 0.130461677645
0.161077868445 0.066136029477
0.849253146693 0.984277763505
0.392565606390 0.731253913572
0.674256426345 0.331519821741
0.322646610255 0.417228143768
0.610294610060 0.573925017382
0.418475276973 0.990041047240
0.655116622520 0.088841998400
0.146249675756 0.322987993603
0.818815155858 0.743194556204
0.021226447614 0.582589243641
0.974175351932 0.427130381345
0.348266519301 0.145745182119
0.565733394846 0.792726811805
0.230856518143 0.864742879803
0.779793674568 0.189758551926
0.076399532064 0.009822735747
0.902642909635 0.892701547944
0.261983133261 0.685007007717
0.554428233248 0.285011038653
0.499177020011 0.488148754547
0.748130527272 0.531567656477
0.343416866755 0.755722187971
0.608024919500 0.186773602916
0.059287888481 0.393905531840
0.947869199143 0.609005373821
0.177501381013 0.718283658162
0.865948006366 0.367374998063
0.378780170634 0.111404111194
0.656869013159 0.954319405673
0.121659844033 0.921097856952
0.927787069380 0.040799922570
0.199123979303 0.232661585472
0.800908399840 0.834693773593
0.442415997839 0.519913479170
0.699658639390 0.445590097055
0.300208370056 0.262038289814
0.527349724871 0.628104385154
0.389519184269 0.783511677663
0.665099022364 0.155194714411
0.181341636373 0.432022442867
0.872775474061 0.588638863134
0.048718440761 0.738980458161
0.941039037781 0.318312184418
0.335118797548 0.085279024912
0.601365483700 0.994889345560
0.193083908470 0.899073306052
0.808694703654 0.003062133363
0.110615329556 0.200935461287
0.931733448190 0.874551059327
0.310259546844 0.541409633511
0.517876792787 0.498623128988
0.446730739407 0.293053341121
0.692993195179 0.676374567409
0.354399072104 0.966907603850
0.576064928917 0.117364033523
0.027385040392 0.363428876366
0.981773763343 0.709350897174
0.151214870098 0.600641275917
0.824178424058 0.402080247094
0.407525462348 0.176206889930
0.645335567692 0.759709623563
0.067444623949 0.837144837922
0.897380958412 0.220394076088
0.222767141994 0.031633217463
0.773156616033 0.908026704444
0.488790073054 0.637770481924
0.740424436980 0.257022415221
0.252076679880 0.441114664918
0.560355708764 0.523519239340
0.464018781638 0.925342839206
0.713979768667 0.048682107637
0.218009019233 0.279859285453
0.794043700699 0.644469059946
0.100331099851 0.512923234377
0.906310954203 0.457415438939
0.294950833817 0.235922882615
0.501516402585 0.822981562302
0.169999710256 0.767130102628
0.852061553590 0.168166300801
0.034177326782 0.099431727780
0.959743376395 0.952319950867
0.312854198055 0.694458031352
0.621327742710 0.356825991777
0.403531724593 0.378992120492
0.684984617442 0.614485348863
0.274622357578 0.848500830690
0.539415646246 0.208401539073
0.092508775544 0.480702525674
0.890246704761 0.548231927854
0.247497372442 0.671671961282
0.754092068991 0.305130684192
0.476225271651 0.019054790306
0.725588142728 0.880254808976
0.000314135738 0.972653082729
0.994084864656 0.070840608531
0.129644151747 0.138629052558
0.839907249051 0.796966326921
0.431892492721 0.567459215979
0.632300194191 0.409606649725
0.370634303066 0.338921266404
0.593357839508 0.726009198781
0.417352445729 0.826778737299
0.650024171001 0.241451925428
0.142516271814 0.456320744926
0.812671397447 0.508565278029
0.016015471718 0.647187506083
0.969220780701 0.275668838510
0.344763944002 0.052010373248
0.570269757990 0.928270583613
0.229357153379 0.948936205882
0.776013292918 0.095586110477
0.071098433397 0.167898965519
0.901163579031 0.770212303344
0.258177401282 0.610189100965
0.547363749522 0.375012796475
0.494993848276 0.351743269997
0.742226926153 0.690341410607
0.336429779398 0.876554352100
0.604339173546 0.023225059794
0.057864253420 0.312154464973
0.951267981794 0.664814611919
0.175019520139 0.550893149605
0.861302528679 0.480327406041
0.382239078814 0.204491451725
0.662351709614 0.846478857702
0.119987788883 0.803264148497
0.923145832176 0.135847315877
0.200401594386 0.077226770332
0.799542272469 0.974195745586
0.439436073184 0.720486459532
0.696257645190 0.343676578845
0.302398774081 0.411499791217
0.523914910489 0.565330935570
0.479046794325 0.996680449955
0.729959255657 0.080036996133
0.237301729453 0.316384272418
0.762909717137 0.736623713116
0.083859098924 0.591623390382
0.880727765406 0.436228792098
0.269566590326 0.151806924489
