// Table of 100 sets of 1024 best-candidate 2D samples
//
// Sequence 0:
0.396464773760 0.840485369411
0.857580462076 0.343096981736
0.157764928300 0.547594382618
0.664521004810 0.117866862609
0.995120736473 0.988360976679
0.514803452242 0.431669454124
0.755318209911 0.675430018720
0.170042803905 0.229707321677
0.327018827127 0.057036664857
0.921987893243 0.758673002452
0.697733587556 0.893392493407
0.124464443375 0.787463859062
0.593151781971 0.589439258247
0.404282516951 0.252859552297
0.254912844504 0.384914281974
0.062256571057 0.400610830028
0.838342889339 0.172470408419
0.959400830802 0.563661095554
0.360128482679 0.524334768151
0.443624129144 0.639558516882
0.746807227998 0.484983509663
0.555726497949 0.910256926690
0.577324901107 0.299550913571
0.793323312151 0.003107734691
0.205599696870 0.938492616945
0.088029159516 0.090947778366
0.279282911921 0.746316773843
0.966017142297 0.201337882709
0.497799682971 0.029409157488
0.586961962990 0.728335622501
0.838468509198 0.866176035007
0.087704157150 0.655586443423
0.630039002017 0.810741069544
0.722492188160 0.226028230395
0.230349571597 0.147081767684
0.892537445634 0.995994950250
0.041445799053 0.879246690106
0.672700549334 0.376723303014
0.291816543535 0.621839116777
0.022894647990 0.293129748748
0.467376694670 0.154235281362
0.941398418037 0.408902929007
0.369164294500 0.411377085260
0.297390015721 0.277169631882
0.771349282049 0.314931264422
0.106310349934 0.957587525845
0.578069930791 0.191311748211
0.147275017572 0.447525935905
0.682956793358 0.992424539491
0.335208272248 0.925494181184
0.817771048046 0.582166582747
0.454077311143 0.353451108912
0.730634592082 0.792396595844
0.631052395870 0.463214965921
0.969137908855 0.100950913756
0.260587061306 0.854423299239
0.532502490432 0.804970311101
0.168667246114 0.704338723158
0.077113053808 0.504657434069
0.381963848701 0.754684613900
0.189490264161 0.035295263233
0.143501931209 0.329164946614
0.609155973253 0.047989561778
0.009434573437 0.712234203215
0.932625240029 0.904620768085
0.432502740398 0.969125379575
0.849611916199 0.686514580508
0.044924727413 0.214083942080
0.249416553645 0.478391127200
0.879062402477 0.510122872625
0.448927453454 0.543613407664
0.418005165230 0.082621705198
0.828997626558 0.068552193365
0.649862989016 0.241857193582
0.986078352840 0.482038347279
0.697342030232 0.596628123320
0.313778173307 0.197542867380
0.491327918879 0.263288842372
0.833221200483 0.782274224328
0.536616780623 0.663011534425
0.824813390084 0.433839342935
0.336497775961 0.130145780095
0.662108073131 0.676546206817
0.753342047293 0.135865430430
0.839712034278 0.260799847206
0.120793274454 0.166086057537
